MatchKey,DisplayForms,Definitions,Books,OccurrenceCount,StageAClass,SeedMatchKeys,SeedDisplayForms,SeedDefinitions,NeedsSenseReview
quiet,quiet,n. 安静;和平 adj. 安静的;安定的;不动的;温顺的 vt. 使平息;安慰 vi. 平静下来,5年级上,1,exact-surface-overlap,quiet,quiet,n. 安静;和平 adj. 安静的;安定的;不动的;温顺的 vt. 使平息;安慰 vi. 平静下来,yes
rabbit,rabbit,"n. 兔子,野兔 vt. 让...见鬼去吧 vi. 猎兔",3年级上,1,exact-surface-overlap,rabbit,rabbit,"n. 兔子,野兔 vt. 让...见鬼去吧 vi. 猎兔",yes
race,race,"n. 属,种;种族,人种;家庭,门第 vt. 使参加比赛;和...竞赛;使急走,使全速行进 vi. 比速度,参加竞赛;全速行进",6年级上,1,exact-surface-overlap,race,race,"n. 属,种;种族,人种;家庭,门第 vt. 使参加比赛;和...竞赛;使急走,使全速行进 vi. 比速度,参加竞赛;全速行进",yes
rainy,rainy,adj. 下雨的;多雨的,2年级下,1,exact-surface-overlap,rainy,rainy,adj. 下雨的;多雨的,yes
really,really,"adv. 实际上,事实上;真正地,真实地;真的吗?(表语气)",3年级下,1,exact-surface-overlap,really,really,"adv. 实际上,事实上;真正地,真实地;真的吗?(表语气)",yes
red,red,"n. 红色,红颜料;赤字 adj. 红色的;红肿的,充血的",1年级上|4年级上,2,exact-surface-overlap,red,red,"n. 红色,红颜料;赤字 adj. 红色的;红肿的,充血的",yes
rice,rice,n. 稻;米饭 vt. 把...捣成米糊状,1年级下|3年级上,2,exact-surface-overlap,rice,rice,n. 稻;米饭 vt. 把...捣成米糊状,yes
room,room,"n. 房间;空间;余地;机会;房间里所有的人 vt. 为...提供住处;租房,合住;投宿,住宿;留...住宿 vi. 居住;住宿",3年级下,1,exact-surface-overlap,room,room,"n. 房间;空间;余地;机会;房间里所有的人 vt. 为...提供住处;租房,合住;投宿,住宿;留",yes
ruler,ruler,"n. 尺;统治者;[测] 划线板,划线的人",1年级上|4年级上,2,exact-surface-overlap,ruler,ruler,"n. 尺;统治者;[测] 划线板,划线的人",yes
run,run,"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",3年级下,1,exact-surface-overlap,run,run,"n. 奔跑;赛跑;趋向;奔跑的路程 vt. 管理,经营;运行;参赛 vi. 经营;奔跑;运转",yes
sad,sad,"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",5年级下|6年级上,2,exact-surface-overlap,sad,sad,"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",yes
safe,safe,n. 保险箱;冷藏室;纱橱 adj. 安全的;可靠的;平安的,4年级上,1,exact-surface-overlap,safe,safe,n. 保险箱;冷藏室;纱橱 adj. 安全的;可靠的;平安的,yes
saturday,Saturday,n. 星期六,2年级下|4年级上,2,exact-surface-overlap,saturday,Saturday,n. 星期六,yes
say,say,vt. 讲;说明;例如;声称;假设;指明 vi. 讲;表示;念;假定;背诵,5年级下,1,exact-surface-overlap,say,say,vt. 讲;说明;例如;声称;假设;指明 vi. 讲;表示;念;假定;背诵,yes
school,school,n. 学校;学院;学派;鱼群 vt. 教育,2年级上|4年级下,2,exact-surface-overlap,school,school,n. 学校;学院;学派;鱼群 vt. 教育,yes
schoolbag,schoolbag,n. 书包,1年级上|4年级上,2,exact-surface-overlap,schoolbag,schoolbag,n. 书包,yes
science,science,n. 科学;技术;学科;理科,3年级下,1,exact-surface-overlap,science,science,n. 科学;技术;学科;理科,yes
sea,sea,n. 海;海洋;许多;大量,4年级下,1,exact-surface-overlap,sea,sea,n. 海;海洋;许多;大量,yes
season,season,n. 时期;季节;赛季 vt. 给...调味;使适应 vi. 变得成熟;变干燥,2年级下,1,exact-surface-overlap,season,season,n. 时期;季节;赛季 vt. 给...调味;使适应 vi. 变得成熟;变干燥,yes
second,second,num. 第二 n. 秒;第二名;瞬间;二等品 adj. 第二的;次要的;附加的 vt. 支持 adv. 第二;其次;居第二位,3年级下,1,exact-surface-overlap,second,second,num. 第二 n. 秒;第二名;瞬间;二等品 adj. 第二的;次要的;附加的 vt. 支持 adv. 第二;其次;居第二位,yes
september,September,n. 九月,3年级上,1,exact-surface-overlap,september,September,n. 九月,yes
seven,seven,"num. 七个,七 n. 七个,七 adj. 七的;七个的",1年级上,1,exact-surface-overlap,seven,seven,"num. 七个,七 n. 七个,七 adj. 七的;七个的",yes
she,she,n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),2年级上,1,exact-surface-overlap,she,she,n. 女人;雌性动物 pron. 她(主格);它(用来指雌性动物或国家、船舶、地球、月亮等),yes
sheep,sheep,"n. 羊,绵羊;胆小鬼",5年级上,1,exact-surface-overlap,sheep,sheep,"n. 羊,绵羊;胆小鬼",yes
shirt,shirt,"n. 衬衫;汗衫,内衣",1年级下|3年级上,2,exact-surface-overlap,shirt,shirt,"n. 衬衫;汗衫,内衣",yes
shop,shop,n. 商店;店铺 vt. 购物 vi. 购物;买东西,4年级上,1,exact-surface-overlap,shop,shop,n. 商店;店铺 vt. 购物 vi. 购物;买东西,yes
short,short,"n. 短;缺乏;短路;短裤 adj. 短的;不足的;矮的,低的 adv. 不足;突然;唐突地",2年级上|3年级上,2,exact-surface-overlap,short,short,"n. 短;缺乏;短路;短裤 adj. 短的;不足的;矮的,低的 adv. 不足;突然;唐突地",yes
shorts,shorts,n. 短裤,1年级下|3年级上,2,exact-surface-overlap,shorts,shorts,n. 短裤,yes
should,should,aux. 应该;就;可能;将要,3年级上,1,exact-surface-overlap,should,should,aux. 应该;就;可能;将要,yes
sister,sister,n. 姐妹;(称志同道合者)姐妹;修女;护士 adj. 姐妹般的;同类型的,2年级上|3年级下,2,exact-surface-overlap,sister,sister,n. 姐妹;(称志同道合者)姐妹;修女;护士 adj. 姐妹般的;同类型的,yes
ski,ski,n. 滑雪橇 vi. 滑雪 adj. 滑雪(用)的,4年级下,1,exact-surface-overlap,ski,ski,n. 滑雪橇 vi. 滑雪 adj. 滑雪(用)的,yes
skirt,skirt,"n. 裙子 vt. 绕过,回避;位于...边缘 vi. 沿边走,绕开;环绕",1年级下|3年级上,2,exact-surface-overlap,skirt,skirt,"n. 裙子 vt. 绕过,回避;位于...边缘 vi. 沿边走,绕开;环绕",yes
small,small,"n. 小件物品;矮小的人 adj. 少的,小的;微弱的;几乎没有的;不重要的;幼小的 adv. 小小地;卑鄙地",3年级上,1,exact-surface-overlap,small,small,"n. 小件物品;矮小的人 adj. 少的,小的;微弱的;几乎没有的;不重要的;幼小的 adv. 小小地;卑鄙地",yes
smart,smart,adj. 聪明的;巧妙的;敏捷的;厉害的;潇洒的;剧烈的;时髦的,6年级上,1,exact-surface-overlap,smart,smart,adj. 聪明的;巧妙的;敏捷的;厉害的;潇洒的;剧烈的;时髦的,yes
snake,snake,n. 蛇;阴险的人 vt. 拉(木材等);迂回前进 vi. 迂回前进,3年级上,1,exact-surface-overlap,snake,snake,n. 蛇;阴险的人 vt. 拉(木材等);迂回前进 vi. 迂回前进,yes
snow,snow,"n. 雪,积雪;下雪 vt. 使纷纷落下;使变白 vi. 降雪",4年级上,1,exact-surface-overlap,snow,snow,"n. 雪,积雪;下雪 vt. 使纷纷落下;使变白 vi. 降雪",yes
snowy,snowy,"adj. 下雪的,多雪的;被雪覆盖的;洁白无瑕的",2年级下,1,exact-surface-overlap,snowy,snowy,"adj. 下雪的,多雪的;被雪覆盖的;洁白无瑕的",yes
sofa,sofa,n. 沙发;长椅,3年级下,1,exact-surface-overlap,sofa,sofa,n. 沙发;长椅,yes
sometimes,sometimes,"adv. 有时,间或",5年级上,1,exact-surface-overlap,sometimes,sometimes,"adv. 有时,间或",yes
soon,soon,"adv. 快;不久,一会儿;立刻;宁愿",3年级上,1,exact-surface-overlap,soon,soon,"adv. 快;不久,一会儿;立刻;",yes
sorry,sorry,"adj. 遗憾的;对不起的,抱歉的 int. 对不起,抱歉(表示委婉的拒绝等)",1年级下,1,exact-surface-overlap,sorry,sorry,"adj. 遗憾的;对不起的,抱歉的 int. 对不起,抱歉(表示委婉的拒绝等)",yes
sound,sound,"n. 声音,语音;噪音;海峡;吵闹;听力范围;[医] 探条 adj. 健全的,健康的;合理的;可靠的;有效彻底的 vt. 听(诊);测量,测...深;使发声;试探;宣告 vi. 听起来;发出声音;回响;测深 adv. 彻底地,充分地",4年级上,1,exact-surface-overlap,sound,sound,"n. 声音,语音;噪音;海峡;吵闹;听力范围;[医] 探条 adj. 健全的,健康的;合理的;可靠的;有效彻底的 vt. 听(诊);测量,测...深;使发声;试探;宣告 vi. 听起来;发出声音;回响;测深 adv. 彻底地,充分地",yes
soup,soup,"n. 汤,羹;马力 vt. 加速;增加马力",6年级上,1,exact-surface-overlap,soup,soup,"n. 汤,羹;马力 vt. 加速;增加马力",yes
speak,speak,vi. 说话;演讲;表明;陈述 vt. 讲话;发言;讲演,6年级上,1,exact-surface-overlap,speak,speak,vi. 说话;演讲;表明;陈述 vt. 讲话;发言;讲演,yes
spring,spring,n. 春天;弹簧;泉水;活力;跳跃 adj. 春天的 vt. 使跳起;使爆炸;突然提出;使弹开 vi. 生长;涌出;跃出;裂开,2年级下,1,exact-surface-overlap,spring,spring,n. 春天;弹簧;泉水;活力;跳跃 adj. 春天的 vt. 使跳起;使爆炸;突然提出;使弹开 vi. 生长;涌出;跃出;裂开,yes
square,square,n. 平方;广场;正方形 adj. 平方的;正方形的;直角的;正直的 vt. 使成方形;与...一致 vi. 一致;成方形 adv. 成直角地,4年级下,1,exact-surface-overlap,square,square,n. 平方;广场;正方形 adj. 平方的;正方形的;直角的;正直的 vt. 使成方形;与...一致 vi. 一致;成方形 adv. 成直角地,yes
stamp,stamp,n. 邮票;印记;标志;跺脚 vt. 铭记;标出;盖章于...;贴邮票于...;用脚踩踏 vi. 跺脚;捣碎;毁掉,4年级下,1,exact-surface-overlap,stamp,stamp,n. 邮票;印记;标志;跺脚 vt. 铭记;标出;盖章于...;贴邮票于...;用脚踩踏 vi. 跺脚;捣碎;毁掉,yes
star,star,"n. 星,恒星;明星;星形物 adj. 明星的,主角的;星形的 vt. 用星号标于;由...主演,由...担任主角 vi. 担任主角",4年级下,1,exact-surface-overlap,star,star,"n. 星,恒星;明星;星形物 adj. 明星的,主角的;星形的 vt. 用星号标于;由...主演,由...担任主角 vi. 担任主角",yes
station,station,n. 车站;驻地;地位;身份 vt. 配置;安置;驻扎,4年级下,1,exact-surface-overlap,station,station,n. 车站;驻地;地位;身份 vt. 配置;安置;驻扎,yes
stay,stay,n. 逗留;停止;支柱 vi. 停留;坚持;暂住;停下 vt. 坚持;暂住;抑制,4年级下,1,exact-surface-overlap,stay,stay,n. 逗留;停止;支柱 vi. 停留;坚持;暂住;停下 vt. 坚持;暂住;抑制,yes
stop,stop,n. 停止;车站;障碍;逗留 vi. 停止;中止;逗留;被塞住 vt. 停止;堵塞;断绝,4年级上,1,exact-surface-overlap,stop,stop,n. 停止;车站;障碍;逗留 vi. 停止;中止;逗留;被塞住 vt. 停止;堵塞;断绝,yes
story,story,n. 故事;小说;新闻报道;来历;假话 vt. 用历史故事画装饰 vi. 说谎,6年级上,1,exact-surface-overlap,story,story,n. 故事;小说;新闻报道;来历;假话 vt. 用历史故事画装饰 vi. 说谎,yes
street,street,n. 街道 adj. 街道的,4年级上|4年级下,2,exact-surface-overlap,street,street,n. 街道 adj. 街道的,yes
study,study,"n. 学习,研究;课题;书房;学问 vt. 学习;考虑;攻读;细察 vi. 研究;用功",3年级下|6年级上,2,exact-surface-overlap,study,study,"n. 学习,研究;课题;书房;学问 vt. 学习;考虑;攻读;细察 vi. 研究;用功",yes
subject,subject,n. 主题;科目;[语] 主语;国民 adj. 服从的;易患...的;受制于...的 vt. 使...隶属;使屈从于...,5年级下,1,exact-surface-overlap,subject,subject,n. 主题;科目;[语] 主语;国民 adj. 服从的;易患...的;受制于...的 vt. 使...隶属;使屈从于...,yes
summer,summer,n. 夏季;全盛时期 adj. 夏季的 vi. 避暑;过夏天,2年级下,1,exact-surface-overlap,summer,summer,n. 夏季;全盛时期 adj. 夏季的 vi. 避暑;过夏天,yes
sunday,Sunday,n. 星期日;礼拜日,2年级下,1,exact-surface-overlap,sunday,Sunday,n. 星期日;礼拜日,yes
sunny,sunny,"adj. 阳光充足的,和煦的;快活的;性情开朗的",2年级下,1,exact-surface-overlap,sunny,sunny,"adj. 阳光充足的,和煦的;快活的;性情开朗的",yes
supermarket,supermarket,n. 超级市场;自助售货商店,2年级上|4年级下,2,exact-surface-overlap,supermarket,supermarket,n. 超级市场;自助售货商店,yes
sure,sure,adj. 确信的;可靠的;必定的 adv. 当然;的确,1年级下,1,exact-surface-overlap,sure,sure,adj. 确信的;可靠的;必定的 adv. 当然;的确,yes
swim,swim,n. 游泳;漂浮;眩晕 adj. 游泳时穿戴的 vi. 游泳;漂浮;浸;眩晕 vt. 游过;使浮起,2年级下|3年级下|4年级上,3,exact-surface-overlap,swim,swim,n. 游泳;漂浮;眩晕 adj. 游泳时穿戴的 vi. 游泳;漂浮;浸;眩晕 vt. 游过;使浮起,yes
talk,talk,n. 谈话;演讲;空谈 vi. 谈话;说闲话 vt. 说;谈话;讨论,5年级上,1,exact-surface-overlap,talk,talk,n. 谈话;演讲;空谈 vi. 谈话;说闲话 vt. 说;谈话;讨论,yes
tall,tall,adj. 高的;长的;过分的;夸大的 adv. 夸大地,2年级上,1,exact-surface-overlap,tall,tall,adj. 高的;长的;过分的;夸大的 adv. 夸大地,yes
tea,tea,n. 茶叶;茶树;茶点 vt. 给...沏茶 vi. 喝茶;进茶点,1年级下,1,exact-surface-overlap,tea,tea,n. 茶叶;茶树;茶点 vt. 给...沏茶 vi. 喝茶;进茶点,yes
teach,teach,vt. 教;教授;教导 vi. 教授;讲授;当老师,4年级上|5年级上,2,exact-surface-overlap,teach,teach,vt. 教;教授;教导 vi. 教授;讲授;当老师,yes
teacher,teacher,n. 教师;导师,1年级上|4年级上,2,exact-surface-overlap,teacher,teacher,n. 教师;导师,yes
tenth,tenth,num. 第十;十分之一 adj. 十分之一的;第十个的,5年级下,1,exact-surface-overlap,tenth,tenth,num. 第十;十分之一 adj. 十分之一的;第十个的,yes
thank,thank,n. 感谢 vt. 感谢 int. 谢谢,2年级上,1,exact-surface-overlap,thank,thank,n. 感谢 vt. 感谢 int. 谢谢,yes
that,that,conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,3年级下,1,exact-surface-overlap,that,that,conj. 因为;以至于 adj. 那;那个 pron. 那;那个 adv. 那么;那样,yes
the,the,"art. 这;那 adv. 更加(用于比较级,最高级前)",1年级下,1,exact-surface-overlap,the,the,"art. 这;那 adv. 更加(用于比较级,最高级前)",yes
their,their,"pron. 他们的,她们的;它们的",4年级上,1,exact-surface-overlap,their,their,"pron. 他们的,她们的;它们的",yes
there,there,n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,1年级上,1,exact-surface-overlap,there,there,n. 那个地方 adv. 在那里;在那边;在那点上 int. 你瞧,yes
they,they,pron. 他们;它们;她们,3年级下,1,exact-surface-overlap,they,they,pron. 他们;它们;她们,yes
thin,thin,n. 细小部分 adj. 薄的;瘦的;稀薄的;微弱的 vt. 使瘦;使淡;使稀疏 vi. 变薄;变瘦;变淡 adv. 稀疏地;微弱地,2年级上,1,exact-surface-overlap,thin,thin,n. 细小部分 adj. 薄的;瘦的;稀薄的;微弱的 vt. 使瘦;使淡;使稀疏 vi. 变薄;变瘦;变淡 adv. 稀疏地;微弱地,yes
third,third,num. 第三;三分之一 adj. 第三的;三分之一的,3年级下,1,exact-surface-overlap,third,third,num. 第三;三分之一 adj. 第三的;三分之一的,yes
thirsty,thirsty,"adj. 口渴的,口干的;渴望的,热望的",1年级下,1,exact-surface-overlap,thirsty,thirsty,"adj. 口渴的,口干的;渴望的,热望的",yes
thirty,thirty,num. 三十 n. 三十年代 adj. 三十个的,2年级下,1,exact-surface-overlap,thirty,thirty,num. 三十 n. 三十年代 adj. 三十个的,yes
this,this,adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,1年级上,1,exact-surface-overlap,this,this,adj. 这;本;这个;今 pron. 这;这个;这里 adv. 这样地;这么,yes
three,three,"num. 三 n. 三,三个 adj. 三的,三个的",1年级上,1,exact-surface-overlap,three,three,"num. 三 n. 三,三个 adj. 三的,三个的",yes
thursday,Thursday,n. 星期四,2年级下|4年级上,2,exact-surface-overlap,thursday,Thursday,n. 星期四,yes
tiger,tiger,n. 老虎;凶暴的人,1年级上|3年级上,2,exact-surface-overlap,tiger,tiger,n. 老虎;凶暴的人,yes
time,time,n. 时间;时代;次数;节拍;倍数 adj. 定时的;定期的;分期的 vt. 计时;测定...的时间;安排...的速度,2年级下,1,exact-surface-overlap,time,time,n. 时间;时代;次数;节拍;倍数 adj. 定时的;定期的;分期的 vt. 计时;测定...的时间;安排...的速度,yes
tired,tired,"v. 疲倦;对...腻烦(tire的过去分词形式) adj. 疲倦的;厌倦的,厌烦的",5年级下,1,exact-surface-overlap,tired,tired,"v. 疲倦;对...腻烦(tire的过去分词形式) adj. 疲倦的;厌倦的,厌烦的",yes
to,to,prep. 到;向;(表示时间、方向)朝...方向 adv. 向前;(门等)关上,2年级上,1,exact-surface-overlap,to,to,prep. 到;向;(表示时间、方向)朝...方向 adv. 向前;(门等)关上,yes
today,today,n. 今天;现今 adv. 今天;现今,2年级下,1,exact-surface-overlap,today,today,n. 今天;现今 adv. 今天;现今,yes
together,together,"adj. 新潮的;情绪稳定的,做事有效率的 adv. 一起;同时;相互;连续地;总共",5年级下|6年级下,2,exact-surface-overlap,together,together,"adj. 新潮的;情绪稳定的,做事有效率的 adv. 一起;同时;相互;连续地;总共",yes
toilet,toilet,"n. 厕所,盥洗室;梳妆,打扮 vt. 给...梳妆打扮 vi. 梳妆,打扮",3年级下,1,exact-surface-overlap,toilet,toilet,"n. 厕所,盥洗室;梳妆,打扮 vt. 给...梳妆打扮 vi. 梳妆,打扮",yes
tomato,tomato,"n. 番茄,西红柿",3年级上,1,exact-surface-overlap,tomato,tomato,"n. 番茄,西红柿",yes
tomorrow,tomorrow,n. 明天;未来 adv. 明天;未来地(等于to-morrow),3年级下,1,exact-surface-overlap,tomorrow,tomorrow,n. 明天;未来 adv. 明天;未来地(等于to-morrow),yes
tongue,tongue,n. 舌头;语言 vt. 舔;斥责;用舌吹 vi. 说话;吹管乐器,3年级上,1,exact-surface-overlap,tongue,tongue,n. 舌头;语言 vt. 舔;斥责;用舌吹 vi. 说话;吹管乐器,yes
too,too,adv. 太;也;很;还;非常;过度,2年级上,1,exact-surface-overlap,too,too,adv. 太;也;很;还;非常;过度,yes
toy,toy,n. 玩具;小装饰品;不值钱的东西 adj. 作为玩具的;玩物似的 vi. 玩弄;调情;随随便便地对待,4年级下,1,exact-surface-overlap,toy,toy,n. 玩具;小装饰品;不值钱的东西 adj. 作为玩具的;玩物似的 vi. 玩弄;调情;随随便便地对待,yes
travel,travel,n. 旅行;游历;漫游 vt. 经过;在...旅行 vi. 旅行;行进;步行;交往,4年级下,1,exact-surface-overlap,travel,travel,n. 旅行;游历;漫游 vt. 经过;在...旅行 vi. 旅行;行进;步行;交往,yes
tree,tree,n. 树;木料;树状物 vt. 把...赶上树 vi. 爬上树;逃上树,2年级上,1,exact-surface-overlap,tree,tree,n. 树;木料;树状物 vt. 把...赶上树 vi. 爬上树;逃上树,yes
trousers,trousers,"n. 裤子,长裤",3年级上,1,exact-surface-overlap,trousers,trousers,"n. 裤子,长裤",yes
tuesday,Tuesday,n. 星期二,2年级下|4年级上,2,exact-surface-overlap,tuesday,Tuesday,n. 星期二,yes
twelfth,twelfth,"n. 第十二;月的第十二日 adj. 第十二的,第十二个",5年级下,1,exact-surface-overlap,twelfth,twelfth,"n. 第十二;月的第十二日 adj. 第十二的,第十二个的;十二分之一的",yes
twelve,twelve,num. 十二;十二个 n. 十二;十二个 adj. 十二的;十二个的,2年级下,1,exact-surface-overlap,twelve,twelve,num. 十二;十二个 n. 十二;十二个 adj. 十二的;十二个的,yes
twenty,twenty,num. 二十 n. 二十;二十年代 adj. 二十的,2年级下,1,exact-surface-overlap,twenty,twenty,num. 二十 n. 二十;二十年代 adj. 二十的,yes
two,two,num. 二 n. 两个 adj. 两个的,1年级上,1,exact-surface-overlap,two,two,num. 二 n. 两个 adj. 两个的,yes
uncle,uncle,n. 叔叔;伯父;伯伯;舅父;姨丈;姑父,3年级下,1,exact-surface-overlap,uncle,uncle,n. 叔叔;伯父;伯伯;舅父;姨丈;姑父,yes
under,under,"prep. 低于,少于;在...之下 adj. 下面的;从属的 adv. 在下面;在下方",1年级下,1,exact-surface-overlap,under,under,"prep. 低于,少于;在...之下 adj. 下面的;从属的 adv. 在下面;在下方",yes
use,use,"n. 使用;用途;发挥 vt. 利用;耗费 vi. 使用,运用",4年级上,1,exact-surface-overlap,use,use,"n. 使用;用途;发挥 vt. 利用;耗费 vi. 使用,运用",yes
usually,usually,"adv. 通常,经常",4年级上,1,exact-surface-overlap,usually,usually,"adv. 通常,经常",yes
vacation,vacation,"n. 假期;(房屋)搬出 vi. 休假,度假",6年级上,1,exact-surface-overlap,vacation,vacation,"n. 假期;(房屋)搬出 vi. 休假,度假",yes
vegetable,vegetable,n. 蔬菜;植物;植物人 adj. 蔬菜的;植物的,1年级下,1,exact-surface-overlap,vegetable,vegetable,n. 蔬菜;植物;植物人 adj. 蔬菜的;植物的,yes
want,want,n. 需要;缺乏;贫困;必需品 vt. 需要;希望;应该;缺少 vi. 需要;缺少,1年级下,1,exact-surface-overlap,want,want,n. 需要;缺乏;贫困;必需品 vt. 需要;希望;应该;缺少 vi. 需要;缺少,yes
warm,warm,n. 取暖;加热 adj. 温暖的;热情的 vt. 使...兴奋;使...温暖;使...感兴趣 vi. 同情;激动;变温暖,2年级下,1,exact-surface-overlap,warm,warm,n. 取暖;加热 adj. 温暖的;热情的 vt. 使...兴奋;使...温暖;使...感兴趣 vi. 同情;激动;变温暖,yes
water,water,"n. 水;海水;雨水;海域,大片的水 vt. 使湿;供以水;给...浇水 vi. 加水;流泪;流口水",1年级下,1,exact-surface-overlap,water,water,"n. 水;海水;雨水;海域,大片的水 vt. 使湿;供以水;给...浇水 vi. 加水;流泪;流口水",yes
we,we,"pron. 我们(主格);笔者,本人(作者或演讲人使用);朕,寡人",3年级下,1,exact-surface-overlap,we,we,"pron. 我们(主格);笔者,本人(作者或演讲人使用);朕,寡人",yes
weather,weather,n. 天气;气象;气候;处境 vt. 经受住;使风化;侵蚀;使受风吹雨打 adj. 露天的;迎风的 vi. 风化;受侵蚀;经受风雨,2年级下,1,exact-surface-overlap,weather,weather,n. 天气;气象;气候;处境 vt. 经受住;使风化;侵蚀;使受风吹雨打 adj. 露天的;迎风的 vi. 风化;受侵蚀;经受风雨,yes
wednesday,Wednesday,n. 星期三,2年级下|4年级上,2,exact-surface-overlap,wednesday,Wednesday,n. 星期三,yes
week,week,"n. 周,星期",3年级上,1,exact-surface-overlap,week,week,"n. 周,星期",yes
welcome,welcome,n. 欢迎 vt. 欢迎 adj. 受欢迎的 int. 欢迎,3年级下,1,exact-surface-overlap,welcome,welcome,n. 欢迎 vt. 欢迎 adj. 受欢迎的 int. 欢迎,yes
west,west,n. 西;西方;西部 adj. 西方的;朝西的 adv. 在西方;向西方;自西方,6年级上,1,exact-surface-overlap,west,west,n. 西;西方;西部 adj. 西方的;朝西的 adv. 在西方;向西方;自西方,yes
what,what,"pron. 什么;多么;多少 adv. 到什么程度,在哪一方面 adj. 什么;多么;何等 int. 什么;多么",1年级上,1,exact-surface-overlap,what,what,"pron. 什么;多么;多少 adv. 到什么程度,在哪一方面 adj. 什么;多么;何等 int. 什么;多么",yes
when,when,"conj. 考虑到;既然;当...时;在...时;如果 n. 时间,时候;日期;场合 adv. 什么时候,何时;(用于时间的表达方式之后)在那时;其时;当时 pron. 那时;什么时侯",2年级下,1,exact-surface-overlap,when,when,"conj. 考虑到;既然;当...时;在...时;如果 n. 时间,时候;日期;场合 adv. 什么时候,何时;(用于时间的表达方式之后)在那时;其时;当时 pron. 那时;什么时侯",yes
where,where,conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,1年级下,1,exact-surface-overlap,where,where,conj. 在...的地方 n. 地点 adv. 在哪里 pron. 哪里,yes
why,why,int. 哎呀!什么? adv. 为什么,5年级上,1,exact-surface-overlap,why,why,int. 哎呀!什么? adv. 为什么,yes
windy,windy,"adj. 多风的,有风的;腹胀的;吹牛的",2年级下,1,exact-surface-overlap,windy,windy,"adj. 多风的,有风的;腹胀的;吹牛的",yes
winter,winter,n. 冬季;年岁;萧条期 adj. 冬天的;越冬的 vi. 过冬,2年级下,1,exact-surface-overlap,winter,winter,n. 冬季;年岁;萧条期 adj. 冬天的;越冬的 vi. 过冬,yes
with,with,prep. 用;随着;支持;和...在一起,5年级上,1,exact-surface-overlap,with,with,prep. 用;随着;支持;和...在一起,yes
woman,woman,n. 妇女;女性;成年女子,2年级上,1,exact-surface-overlap,woman,woman,n. 妇女;女性;成年女子,yes
wonderful,wonderful,"adj. 极好的,精彩的,绝妙的;奇妙的;美妙;胜;神妙",5年级上,1,exact-surface-overlap,wonderful,wonderful,"adj. 极好的,精彩的,绝妙的;奇妙的;美妙;胜;神妙",yes
worker,worker,n. 工人;劳动者;职蚁,4年级上,1,exact-surface-overlap,worker,worker,n. 工人;劳动者;职蚁,yes
worried,worried,adj. 担心的,6年级上,1,exact-surface-overlap,worried,worried,adj. 担心的,yes
year,year,n. 年;年度;历年;年纪;一年的期间;某年级的学生,3年级上,1,exact-surface-overlap,year,year,n. 年;年度;历年;年纪;一年的期间;某年级的学生,yes
yellow,yellow,n. 黄色;黄种人;黄色颜料 adj. 黄色的;黄皮肤的 vt. 使变黄或发黄 vi. 变黄或发黄,1年级上,1,exact-surface-overlap,yellow,yellow,n. 黄色;黄种人;黄色颜料 adj. 黄色的;黄皮肤的 vt. 使变黄或发黄 vi. 变黄或发黄,yes
yes,yes,"n. 是(表示肯定) adv. 是, 是的",1年级上,1,exact-surface-overlap,yes,yes,"n. 是(表示肯定) adv. 是, 是的",yes
you,you,pron. 你;你们,1年级上,1,exact-surface-overlap,you,you,pron. 你;你们,yes
young,young,"n. 年轻人;(动物的)崽,仔 adj. 年轻的;初期的;没有经验的",5年级上,1,exact-surface-overlap,young,young,"n. 年轻人;(动物的)崽,仔 adj. 年轻的;初期的;没有经验的",yes
your,your,"pron. 你的,你们的",1年级下|3年级上,2,exact-surface-overlap,your,your,"pron. 你的,你们的",yes
zoo,zoo,n. 动物园; <美俚>(铁路货车的最后一节)守车; <美俚>核粒子园,2年级上,1,exact-surface-overlap,zoo,zoo,n. 动物园; <美俚>(铁路货车的最后一节)守车; <美俚>核粒子园,yes
