SourceOccurrenceKey,SourceID,SourceBook,Grade,Semester,SourceRow,Word,MatchKey,British,American,Definition,SourceFile
kepu_start3|g3-upper|r072|banana,kepu_start3,3年级上,3,上,72,banana,banana,[bəˈnɑːnə],[bəˈnænə],n. 香蕉;喜剧演员;大鹰钩鼻,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r073|for,kepu_start3,3年级上,3,上,73,for,for,[fə(r)],[fər; fɔːr],"prep. 为,为了;因为;给;对于;至于;适合于 conj. 因为",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r074|baby,kepu_start3,3年级上,3,上,74,baby,baby,[ˈbeɪbi],[ˈbeɪbi],"n. 婴儿,婴孩;孩子气的人 adj. 婴儿的;幼小的 vt. 纵容,娇纵;把......当婴儿般对待",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r075|apple,kepu_start3,3年级上,3,上,75,apple,apple,[ˈæp(ə)l],[ˈæpl],"n. 苹果,苹果树,苹果似的东西;[美俚]炸弹,手榴弹,(棒球的)球;[美俚]人,家伙。",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r076|chick,kepu_start3,3年级上,3,上,76,chick,chick,[tʃɪk],[tʃɪk],n. 小鸡;小鸟;少妇 adj. 胆小的;懦弱的,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r077|can,kepu_start3,3年级上,3,上,77,can,can,[kən; kæn],[kən; kæn],aux. 能; 能够; 可以; 可能 n. 罐头; (用金属或塑料制作的)容器; (马口铁或其他金属制作的)食品罐头 vt. 将...装入密封罐中保存,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r078|find,kepu_start3,3年级上,3,上,78,find,find,[faɪnd],[faɪnd],"n. 发现 vi. 裁决 vt. 查找,找到;发现;认为;感到;获得",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r079|sad,kepu_start3,3年级上,3,上,79,sad,sad,[sæd],[sæd],"adj. 难过的;悲哀的,令人悲痛的;凄惨的,阴郁的(形容颜色)",科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r080|big,kepu_start3,3年级上,3,上,80,big,big,[bɪɡ],[bɪɡ],adj. 大的;重要的;量大的 adv. 大量地;顺利;夸大地,科普版三年级起点三年级上.xlsx
kepu_start3|g3-upper|r081|monkey,kepu_start3,3年级上,3,上,81,monkey,monkey,[ˈmʌŋki],[ˈmʌŋki],n. 猴子;顽童 vi. 胡闹;捣蛋 vt. 嘲弄,科普版三年级起点三年级上.xlsx
